modality_image,image,latitude,longitude,height,alfa,beta,gamma,fov
0006247, alps_wild_2659224021_0b7de0b9e7, 46.8454, 10.8312, 2779.79, 2.15593, 0.207185, 0.00431175, 0.736658
0006248, alps_wild_2659227845_826abfb1cd, 46.8535, 10.8239, 2793.17, 2.29296, 0.0946813, -0.00236164, 1.13095
0006249, alps_wild_2659281071_6e1bfb4522, 46.7878, 10.8033, 2885.03, 1.87016, -0.103077, 0.028242, 1.51827
0006250, alps_wild_2659288173_cfea13c388, 46.7833, 10.7799, 2851.36, 2.98871, -0.0807138, 0.00140096, 0.858353
0006251, alps_ortl_26593383144_a464cf6e95, 46.538, 10.4404, 2539.43, -0.200312, -0.0438495, 0.0209364, 0.93425
0006252, alps_ortl_26594652633_9aa9e3ff70, 46.5381, 10.4404, 2541.63, -0.0909896, -0.0575869, -0.00151759, 0.927264
0006253, alps_wild_26600213186_5c3405ea20, 46.9397, 10.9941, 2187.98, 2.77873, -0.292168, 0.0179892, 1.08908
0006254, alps_wild_26600230546_cfe71a40cc, 46.9397, 10.9941, 2184.31, 2.62108, -0.210314, -0.0021176, 1.08968
0006255, alps_wild_26600232486_076980531a, 46.9427, 10.9673, 3023.7, 2.84179, -0.112579, -0.0153151, 1.06741
0006256, alps_wild_26600234496_bd6eda5f3b, 46.9424, 10.9679, 3041.26, 2.69967, 0.0398747, -0.0304276, 1.06755
0006257, alps_wild_26600276026_6d9b360b47, 46.9493, 10.9838, 2341.46, -2.35647, -0.265124, -0.090909, 1.03411
0006258, alps_wild_2660055296_d420139e42, 46.8535, 10.824, 2798.19, 2.33222, 0.261161, 0.00589646, 0.734963
0006259, alps_wild_26626514925_973759af8a, 46.9493, 10.9838, 2343.56, -2.32983, -0.191621, -0.0508474, 1.03902
0006260, alps_ortl_26633819797_5400e4f789, 46.4403, 10.6212, 3555.61, -2.93094, -0.0170821, -0.0134716, 1.06543
0006261, alps_ortl_26633988617_411541fa28, 46.4412, 10.614, 3483.7, -1.69503, 0.0159798, 0.00721864, 1.06073
0006262, alps_ortl_26634019147_2bac8f2a70, 46.4439, 10.6171, 3755.37, -2.32867, -0.0193677, 0.00456558, 1.09213
0006263, alps_ortl_26634035837_ca8b147d71, 46.4439, 10.6173, 3759.79, -2.74729, -0.0368916, -7.81032e-05, 1.08379
0006264, alps_ortl_26634064337_b0ebeeae82, 46.4439, 10.6172, 3758.19, 3.10023, -0.0115117, -0.0125201, 1.05253
0006265, alps_ortl_26634091647_ea7fd42f27, 46.4442, 10.6165, 3781.84, 1.06665, -0.0604839, 0.0227903, 1.07097
0006266, alps_ortl_26634200607_49669b0a39, 46.4441, 10.6165, 3777.04, 1.0337, -0.0667835, 0.00381468, 1.07198
0006267, alps_ortl_26634218227_5a37ebb1eb, 46.4442, 10.6165, 3780.28, 0.727247, -0.04846, 0.0176723, 1.07175
0006268, alps_ortl_26634599887_0693078fdf, 46.4797, 10.6764, 2301.42, -2.3841, -0.074736, -0.0196834, 1.09004
0006269, alps_gpar_26661656189_0362112346, 45.5158, 7.20508, 1981.35, -1.20702, 0.151307, -0.00584326, 0.995934
0006270, alps_gcas_26687019443_45907cb4a4, 45.3367, 6.83218, 2369.64, -1.71563, -0.0480236, 0.0326304, 1.24402
0006271, alps_eig_26719505070_2f1d89f674, 46.5484, 7.98012, 3485.69, 2.39941, -0.048465, -0.0321378, 0.395506
0006272, alps_eig_26719508110_c3b25539f7, 46.5481, 7.98098, 3497.32, 2.08959, -0.0556811, -0.0553402, 0.394233
0006273, alps_eig_26719509540_8ae08833c4, 46.5469, 7.98217, 3478.34, 2.06418, -0.0308387, -0.0489167, 1.06735
0006274, alps_eig_26719577820_0ec7bc2c9a, 46.5474, 7.98557, 3572.81, -1.48073, -0.102335, -0.00574599, 0.508585
0006275, alps_eig_26719617480_6365f1b002, 46.5473, 7.98421, 3568.93, 0.194298, -0.153888, -0.0043956, 1.09195
0006276, alps_eig_26719620510_a6d2dbac98, 46.5474, 7.9843, 3575.19, -0.691886, -0.372368, -0.0109319, 0.407534
0006277, alps_wild_26726587959_4d9ffc5f43, 46.8458, 11.0217, 2287.1, -0.0546527, -0.0958374, 0.004615, 1.17028
0006278, alps_eig_26779225842_45b07a9bee, 46.6597, 8.05384, 2185.38, 1.44031, -0.138638, -0.0258073, 1.29011
0006279, alps_ortl_26788561963_2913ed4a8f, 46.4694, 10.6743, 2598.65, -0.164341, 0.186922, -0.0173735, 0.455463
0006280, alps_wild_26791492642_4607608655, 46.9222, 10.9216, 3286.01, 0.945448, -0.0939297, 0.0632741, 1.17479
0006281, alps_eig_26813255608_68d59edd3c, 46.6197, 8.01743, 985.1, -1.41556, 0.143478, -0.000654039, 1.08392
0006282, alps_cham_2681489703_7ab33c4264, 45.9055, 6.88333, 2216.36, 0.20139, -0.116311, -0.031917, 0.891996
0006283, alps_eig_26816763953_ffe51d55f3, 46.5596, 7.89621, 1637.75, 1.6821, 0.00862462, -0.0219257, 0.930023
0006284, alps_gcas_26830293549_a37ace9436, 45.3355, 6.7994, 2590.72, -1.11484, -0.0559916, -0.043496, 1.13055
0006285, alps_gpar_26831389457_93b3698871, 45.5712, 7.33353, 1787.4, 1.15067, 0.190737, -0.0144254, 0.721037
0006286, alps_wild_26836160686_caa9ffecf0, 46.9178, 10.9188, 3219.68, -1.82532, 0.00349243, 0.0243404, 1.16946
0006287, alps_eig_26842334003_933b77f45b, 46.5481, 7.98295, 3474.74, 0.0191047, 0.147581, 0.0124345, 0.856656
0006288, alps_eig_26842335343_1d4c03051b, 46.5789, 7.96838, 2169.22, 1.98469, 0.320406, -0.0434677, 1.04612
0006289, alps_eig_26842335583_25723e0921, 46.5844, 7.95919, 2167.04, -2.50213, -0.0580179, 0.0358253, 1.04948
0006290, alps_cham_2684328341_f452c0a7d4, 46.0271, 6.97022, 2209.24, 1.12826, 0.34858, 0.0575331, 1.51395
0006291, alps_cham_2684332871_0ce207e589, 46.0297, 6.97103, 2188.21, 1.39267, 0.0338732, -0.0276851, 1.35903
0006292, alps_cham_2684407803_fdfef7caa4, 46.0197, 6.95999, 1954.28, 1.1801, 0.139687, 0.0313975, 1.06122
0006293, alps_cham_2685146654_d70b9eea18, 46.0322, 6.97097, 2243.58, 1.3812, 0.115708, 0.0649467, 1.04617
0006294, alps_cham_2685236454_951101a7f9, 46.0094, 6.95231, 1693.39, 1.03268, 0.110894, -0.0416717, 0.924949
0006295, alps_eig_26856245244_52e6da2cef, 46.5545, 7.8919, 1544.93, 1.40818, 0.120715, 0.0340737, 0.839409
0006296, alps_eig_26858079983_3fc9b36a20, 46.5815, 8.00374, 2893.56, -1.85357, -0.290983, 0.057797, 1.09911
0006297, alps_eig_26858172073_a7c78e6f71, 46.6272, 8.02207, 1009.22, 1.40873, 0.309223, -0.0462503, 0.711002
0006298, alps_ortl_26871242203_5334c3d612, 46.5549, 10.4353, 2254.31, -1.45537, -0.1, 0.185969, 1.0251
0006299, alps_cham_2687830683_a84f6213a6, 46.0203, 6.96103, 1981.45, 1.1654, 0.109635, -0.0542426, 0.922862
0006300, alps_cham_2687840331_a2fb5f28cd, 46.02, 6.95959, 1974.8, 1.15884, 0.00183155, 0.0177856, 1.53266
0006301, alps_cham_2688667480_e211fa5aa9, 46.0085, 6.95205, 1677.68, 0.942754, -0.0896927, 0.00233842, 1.08738
0006302, alps_eig_26899067312_b9e51323b3, 46.5475, 7.98162, 3491.55, 0.459642, 0.0772527, -0.0085103, 1.06416
0006303, alps_eig_26899068442_8599be0d2f, 46.5476, 7.98155, 3484.05, 0.625842, 0.122265, -0.0238502, 1.06383
0006304, alps_eig_26899073522_5af9e1d40e, 46.5473, 7.9816, 3480.21, 2.14729, -0.0417516, -0.0390332, 1.08771
0006305, alps_eig_26899101982_c4f7059645, 46.5474, 7.98069, 3517.89, -0.375442, -0.250352, -0.00427137, 1.46019
0006306, alps_eig_26905021181_4fe92b8289, 46.6647, 8.05305, 2323.87, 2.57226, 0.208658, 0.013295, 0.308684
0006307, alps_cham_26911697506_ee82700b82, 45.9481, 6.96029, 3333.52, -2.96329, 0.0239164, 0.0106756, 1.13075
0006308, alps_cham_26911698296_94684cc2de, 45.9484, 6.96033, 3339.28, -2.75346, -0.0112929, 0.0176171, 1.11465
0006309, alps_cham_26911745486_a29af1c272, 45.902, 6.88544, 2288.29, 1.57144, 0.221932, -0.0162479, 1.12235
0006310, alps_eig_26915821692_36492d4104, 46.6654, 7.85421, 705.063, -2.60846, -0.169496, 0.0107825, 1.10938
0006311, alps_eig_26916161865_5f019c0c4f, 46.6616, 8.05368, 2155.66, 1.52087, 0.116192, -0.019068, 1.0892
0006312, alps_eig_26919518680_81c164fb41, 46.5786, 7.96753, 2188.37, 1.58106, 0.296636, -0.0024665, 0.461893
0006313, alps_eig_26924838281_c5915a97ac, 46.5469, 7.98204, 3476.22, 2.19843, -0.120308, -0.0215693, 1.07286
0006314, alps_eig_26924895361_47fc23e06e, 46.5478, 7.98556, 3571.58, -0.790582, -0.369016, -0.0274634, 0.981667
0006315, alps_eig_26924896171_123938ca29, 46.5478, 7.98558, 3568.39, -0.729993, -0.292696, -0.0308147, 0.990227
0006316, alps_eig_26941564271_66a53fd5c6, 46.665, 7.85649, 638.483, -2.48743, 0.0495908, 0.0168037, 0.406477
0006317, alps_eig_26959933916_49515dd90e, 46.547, 7.98212, 3465.69, 1.3386, -0.0825685, -0.0151983, 1.07881
0006318, alps_eig_26959969116_54a9149649, 46.5476, 7.98078, 3491.73, 0.900875, 0.0651856, -0.0367011, 1.07451
0006319, alps_eig_26960020426_ae37d2e847, 46.5475, 7.98422, 3581.97, -0.18922, -0.286424, -0.0217611, 0.828122
0006320, alps_eig_26960022356_80263d65f7, 46.5474, 7.98413, 3588.31, 0.111851, -0.270422, -0.040839, 0.826131
0006321, alps_eig_26960029846_3c0a7f7315, 46.5477, 7.98495, 3562.2, -1.23501, -0.339908, -0.0464049, 0.662497
0006322, alps_eig_26960066386_6d39879817, 46.5475, 7.9841, 3574.06, -0.208965, -0.404084, -0.0351885, 1.08495
0006323, alps_eig_26960070846_f20782b685, 46.5474, 7.98453, 3584.77, 0.874908, -0.0113025, -0.00258052, 1.07406
0006324, alps_eig_26962470351_b22e526450, 46.5845, 7.96385, 2057.51, 1.82954, 0.259642, 0.0152369, 0.863884
0006325, alps_eig_26962481591_c09da2457a, 46.5841, 7.98394, 2149.31, 2.62305, 0.526265, 0.0610788, 1.5646
0006326, alps_eig_26976476626_01b47e139c, 46.665, 7.85684, 670.551, -1.54871, 0.0501089, 0.00750092, 1.09346
0006327, alps_eig_26993234965_ea75f18b9f, 46.547, 7.98208, 3465.74, 1.38509, -0.0734457, 0.0233596, 1.07875
0006328, alps_eig_26993333135_860afd6446, 46.5473, 7.9843, 3576.43, 0.273399, -0.237921, -0.0120311, 1.10154
0006329, alps_eig_26993338785_0f2e169fc0, 46.5474, 7.98415, 3575.47, -0.120047, -0.269309, -0.0138949, 0.416966
0006330, alps_cham_26995187662_a84e781dc7, 45.9083, 6.87891, 1865.59, -0.993965, -0.213205, 0.00834413, 1.04834
0006331, alps_eig_27010014245_2fe1373435, 46.6657, 7.85774, 680.035, -2.49035, -0.214926, 0.0353469, 1.34926
0006332, alps_eig_27010022655_072ca179c1, 46.6652, 7.855, 695.948, -2.35349, -0.0403128, -0.0283598, 1.10226
0006333, alps_eig_27010024655_63e4748007, 46.6653, 7.85508, 698.47, -1.62337, 0.0624681, -0.0334542, 1.11083
0006334, alps_gpar_27017678292_0ed45a2478, 45.5739, 7.30858, 2646.41, 2.21171, -0.00307672, -0.0319258, 1.13281
0006335, alps_ortl_27020666903_7d48a39a50, 46.5304, 10.453, 2827.58, 2.31839, 0.0661618, -0.0280671, 0.537492
0006336, alps_wild_27041347328_6dc9f88e0c, 46.9217, 10.9269, 3173.83, 2.34303, -0.150193, -0.00883514, 0.991193
0006337, alps_wild_27041347948_0e1ca95f42, 46.9248, 10.9255, 3247.65, 1.2829, -0.163007, 0.0106928, 0.93028
0006338, alps_eig_27041771497_ca79134518, 46.5855, 7.96128, 2071.09, 1.32785, 0.269546, -0.00601923, 0.372633
0006339, alps_eig_27045472643_d814aa516a, 46.5988, 7.91355, 890.775, 1.30877, 0.063915, 0.0580515, 0.903742
0006340, alps_eig_27045531463_f2321e66d6, 46.5619, 7.85588, 2718.22, 2.80732, -0.0755827, 0.0132229, 0.735887
0006341, alps_eig_27045814083_145e86fa15, 46.6595, 8.05349, 2169.8, 1.20696, -0.0205246, -0.0129802, 0.868149
0006342, alps_eig_27045816823_52db4b1880, 46.6596, 8.05312, 2184.87, 1.41781, -0.106088, -0.00242436, 0.914027
0006343, alps_cham_27056287146_cdd0e2e5d1, 45.878, 6.8874, 3783.64, 1.23928, 0.0739957, 0.0169291, 1.09905
0006344, alps_cham_27058657099_cc018d28fb, 45.9447, 6.88888, 1093.14, 2.95905, -0.0131497, -0.00425679, 1.04966
0006345, alps_wild_27064757747_a7e5bf1a53, 46.8001, 10.8881, 2512.82, 1.53062, 0.106984, -0.0344284, 1.17773
0006346, alps_gpar_27085162463_e7e323654e, 45.5778, 7.33585, 1807.93, 1.41481, 0.0217494, 0.0661019, 0.803417
0006347, alps_cham_27089510115_410a58a0d9, 45.8798, 6.88783, 3766.53, 1.26213, -0.0392288, 0.0275521, 1.01874
0006348, alps_cham_27089510275_e2658f73cb, 45.879, 6.88684, 3769.39, 1.2181, 0.0601319, -0.00933335, 1.04052
0006349, alps_ortl_27103562692_bc91164bde, 46.5371, 10.4434, 2561.08, -0.41885, -0.181788, 0.0223849, 0.859369
0006350, alps_eig_27119172448_8138b4d765, 46.5869, 7.94655, 2330.71, 2.64778, 0.044904, 0.0432831, 1.08196
0006351, alps_eig_27119172488_8c29bfdb23, 46.5851, 7.95338, 2196.45, -0.164042, -0.0510224, -0.00837002, 0.990843
0006352, alps_eig_27128403771_0ac5da38d1, 46.5763, 7.96748, 2220.17, 1.213, 0.199746, -0.0113011, 0.74749
0006353, alps_eig_27130516358_464d11faff, 46.7916, 8.22523, 1811.47, 1.5002, 0.394394, 0.164013, 2.74074
0006354, alps_ortl_27130598551_68822e28a5, 46.538, 10.4406, 2541.97, -0.165185, -0.0819947, -0.0104819, 0.937205
0006355, alps_cham_2714069001_528e738780, 45.9339, 6.91752, 1888.19, -2.78855, 0.273566, 0.0664799, 1.08297
0006356, alps_cham_2714073183_180ae9ec3c, 45.9338, 6.91613, 1877.07, 2.02136, 0.178358, 0.0231202, 1.0518
0006357, alps_cham_2714884120_18204fa752, 45.9341, 6.91673, 1904.49, 2.20303, 0.0686187, 0.036614, 1.0546
0006358, alps_ortl_27151071374_f234fa9427, 46.5289, 10.4545, 2717.82, 3.11345, -0.179849, 0.00433254, 1.07826
0006359, alps_ortl_27151439254_e02c7c3fe2, 46.5129, 10.3994, 1923.06, 0.380151, -0.0814212, 0.0138384, 1.07063
0006360, alps_ortl_27152425253_d794fa1368, 46.517, 10.4095, 2182.86, 0.51358, -0.231974, -0.0685137, 1.07535
0006361, alps_gpar_27167358914_397de3f5fe, 45.5178, 7.25374, 3470.83, 1.22034, 0.0683895, -0.0771911, 0.724793
0006362, alps_gpar_27167553574_7758a2071b, 45.5166, 7.23395, 2864.24, 0.830055, -0.366798, -0.0796518, 1.23016
0006363, alps_gpar_27167585494_8d2fb2f249, 45.5157, 7.23283, 2824.44, 0.890203, -0.00235283, -0.0120121, 1.16955
0006364, alps_gpar_27168292393_253dc45335, 45.5192, 7.24207, 3010.1, 0.620676, -0.132912, -0.00483755, 0.849478
0006365, alps_gpar_27168348673_0bced95d6a, 45.516, 7.23303, 2833.7, 0.940072, -0.098257, -0.0240623, 1.16942
0006366, alps_wild_27201475428_d2cac4da66, 46.8585, 11.0181, 2061.38, -1.92659, -0.11727, 0.0198865, 1.26872
0006367, alps_ortl_27202009200_51d5f60f4d, 46.5576, 10.4345, 2251.69, -1.54872, -0.199117, 0.19063, 1.76451
0006368, alps_gpar_27204466268_f8635ffd26, 45.5304, 7.15276, 3348.66, -2.65533, -0.147391, 0.0181983, 1.09139
0006369, alps_ortl_27214841024_ba5f18b494, 46.5187, 10.4086, 2189.65, 1.74958, 0.136182, 0.0545642, 0.978521
0006370, alps_ortl_27214842944_ebea52e52d, 46.5187, 10.4086, 2181.88, 0.468763, 0.125001, 0.0659698, 0.985397
0006371, alps_ortl_27214846334_806e90a947, 46.5189, 10.4096, 2212.94, 0.323197, -0.0707213, 0.0518303, 0.93054
0006372, alps_gcas_27224502136_37d5ebe78c, 45.3478, 6.721, 2488.63, -1.91549, 0.194805, 0.0817234, 1.08917
0006373, alps_wild_2723197548_3c3ec01ec5, 46.7891, 10.803, 2807.53, 1.68172, 0.0640954, 0.070608, 1.11917
0006374, alps_wild_2723197774_482459ffce, 46.7892, 10.8039, 2808.12, 2.37686, 0.0608566, 0.0512883, 1.03028
0006375, alps_cham_27232234863_9fcbd97c50, 46.0294, 6.95941, 2203.84, 1.49534, -0.078658, -0.00793272, 1.1011
0006376, alps_gpar_27251489990_bf8291665d, 45.5159, 7.26839, 3994.9, 2.12422, -0.119481, -0.0300716, 1.35241
0006377, alps_gpar_27256785329_0b6dfb5db5, 45.5591, 7.17794, 2539.03, -2.45866, 0.000903103, 0.00951494, 1.13061
0006378, alps_cham_2725884435_669d34b54e, 45.931, 6.91851, 1880.31, 1.64563, 0.424027, 0.0495896, 0.400103
0006379, alps_cham_2725891643_14c5bf6108, 45.9302, 6.91799, 1893.47, -3.08264, 0.0692963, 0.00117983, 1.07523
0006380, alps_cham_2725892823_f71729453f, 45.9323, 6.91643, 1953.01, 2.19126, 0.0740149, -0.0113679, 0.651156
0006381, alps_cham_2725894331_a99052e97a, 45.931, 6.91746, 1927.01, 2.11495, -0.0862376, -0.0121501, 0.404703
0006382, alps_cham_2726708194_dbd13dc4ac, 45.9318, 6.91761, 1905.04, 2.89454, 0.266571, -0.00190077, 0.889846
0006383, alps_cham_2726711522_6d784c3d1e, 45.9328, 6.91656, 1931.43, 2.43855, 0.0898571, 0.0171275, 1.00283
0006384, alps_cham_27270685734_af1f282a6e, 45.8789, 6.88738, 3809.27, 1.1283, -0.223699, -0.029724, 1.13621
0006385, alps_cham_27270687804_6a23b35475, 45.8784, 6.88746, 3855.03, -0.439951, -0.420978, 0.186553, 1.16438
0006386, alps_cham_27270689434_0ddd8f8542, 45.8785, 6.88709, 3835.38, -0.317984, -0.156337, 0.0424845, 1.17583
0006387, alps_cham_27270701263_43c716dc90, 45.9016, 6.88812, 2380.05, 0.161226, -0.132011, -0.0608095, 0.613279
0006388, alps_cham_27287303341_e03d037c01, 45.8782, 6.88768, 3839.26, 1.20879, 0.070598, -0.00268471, 0.453339
0006389, alps_cham_27289033765_c89d870f13, 45.9809, 6.89014, 2381.57, 1.8716, -0.0853096, -0.000549562, 1.67222
0006390, alps_eig_27304599285_99633f3150, 46.553, 7.90208, 862.786, 1.74493, 0.28151, 0.0128831, 0.939837
0006391, alps_ortl_27321336864_9e1468a9fe, 46.5182, 10.41, 2214.82, 0.693312, -0.176895, -0.0373198, 1.65716
0006392, alps_eig_27338993752_4a23047506, 46.5475, 7.9842, 3582.9, -0.575964, -0.173083, -0.00311179, 1.1844
0006393, alps_ortl_27343191343_941c2e4a73, 46.534, 10.4867, 2145.48, 2.53634, 0.13326, 0.0417864, 0.937261
0006394, alps_ortl_27344060404_2729b9fa2f, 46.5397, 10.5013, 1801.76, 1.81468, 0.266582, -0.00485068, 0.731466
0006395, alps_ortl_27344150373_4472eb1352, 46.5164, 10.4069, 2076.87, 0.418059, -0.0287437, -0.0287049, 0.51944
0006396, alps_ortl_27344601744_67a36cd641, 46.5257, 10.462, 2789.15, -0.639229, 0.065395, 0.00188362, 0.633584
0006397, alps_ortl_27344926984_9086d57094, 46.5192, 10.4104, 2259.12, -0.898047, 0.181443, -0.0243654, 1.16578
0006398, alps_ortl_27344980774_1c9c845c61, 46.5192, 10.4104, 2254.99, -1.09594, 0.138826, 0.0324047, 0.981842
0006399, alps_ortl_27344993794_86b1d8cbc6, 46.5191, 10.4097, 2228.79, 0.538499, -0.0846093, 0.0729416, 1.11981
0006400, alps_gcas_27360818148_662519d042, 45.4325, 6.99215, 2543.48, -1.09115, -0.193941, 0.134861, 1.17458
0006401, alps_eig_27366283482_58907ba05c, 46.5497, 7.89262, 1407.33, 0.935699, 0.256676, 0.0986274, 0.779118
0006402, alps_eig_27366370882_459a30260d, 46.5853, 7.9606, 2073.43, 2.52079, 0.208279, -0.0165602, 0.986303
0006403, alps_eig_27366374612_2ed91e92de, 46.5853, 7.96077, 2062.82, 2.0005, 0.22232, -0.0049717, 0.907786
0006404, alps_eig_27377697350_1bd19bcf84, 46.5569, 7.89728, 1181.42, 1.0666, 0.117241, -0.0358581, 0.911453
0006405, alps_eig_27377733890_7143f7b331, 46.556, 7.9021, 860.155, 1.67675, 0.377399, 0.0747584, 0.802967
0006406, alps_eig_27378092531_7873895453, 46.5481, 7.98303, 3478.62, 0.0273286, 0.118339, 0.00722277, 0.83873
0006407, alps_eig_27378092581_5b5c64c05a, 46.548, 7.98289, 3489.32, 0.0123233, 0.118055, 0.019943, 0.864266
0006408, alps_eig_27378122061_d945f713b4, 46.5467, 7.98121, 3484.48, 2.27149, -0.220014, 0.0184657, 1.05222
0006409, alps_ortl_27380588612_f5e0c3a22e, 46.5471, 10.4395, 2333.08, -1.37153, -0.0886372, 0.0913531, 1.25912
0006410, alps_ortl_27380590432_038fc699dc, 46.552, 10.4359, 2316.51, -1.0755, -0.0754616, 0.211606, 1.42777
0006411, alps_ortl_27388487416_8d58887668, 46.5164, 10.4068, 2082.52, -1.17586, 0.166745, -0.0324717, 0.415676
0006412, alps_eig_27393841851_2b69f9908e, 46.5479, 7.98161, 3488.23, -0.0212773, -0.0699321, 0.013639, 0.976714
0006413, alps_eig_27393844181_a9b42fc185, 46.5478, 7.98152, 3475.66, 0.273346, 0.0858946, 0.0193546, 0.996166
0006414, alps_ortl_27395714880_de46164356, 46.5753, 10.504, 2315.58, 1.87229, -0.0196351, 0.04167, 0.840364
0006415, alps_cham_27407031153_6dd57b5e2c, 45.9165, 6.82668, 1886.96, -3.05349, -0.0680116, -0.028682, 1.06862
0006416, alps_cham_27407045564_eee3153da1, 45.8793, 6.88839, 3749.81, -3.10419, -0.218339, -0.00504672, 1.11359
0006417, alps_ortl_27422607655_65ebfe22e0, 46.5165, 10.4068, 2073.93, -1.18846, 0.204147, -0.0411372, 0.823692
0006418, alps_ortl_27422802125_d1644c4b04, 46.5147, 10.4049, 2009.42, 0.282175, -0.0355226, -0.00209902, 0.526119
0006419, alps_gpar_27429259192_8978aaeb94, 45.5181, 7.26781, 4074.27, 2.34012, -0.113332, -0.0194127, 1.11634
0006420, alps_cham_27430563533_e65225e2b1, 46.0164, 6.9578, 1896.03, 0.49659, 0.0291355, 0.0152921, 1.16497
0006421, alps_cham_27430726363_132be9ff96, 46.0296, 6.95957, 2205.19, 1.3396, -0.0907769, 0.0228426, 1.16746
0006422, alps_cham_27439983523_fcf7848ba7, 45.8793, 6.8872, 3788.84, 1.21625, -0.0514305, 0.0310212, 1.15013
0006423, alps_cham_2744152611_457b686730, 45.9175, 6.8637, 1034.09, 1.41847, 0.291546, -0.0542546, 0.543893
0006424, alps_gcas_27457105271_60d9ed2289, 45.3196, 6.83125, 2204.91, 0.710757, -0.173543, 0.0539268, 1.32335
0006425, alps_eig_27465376975_93f247d424, 46.5814, 8.00328, 2873.01, -0.827896, -0.287832, 0.0135554, 1.08328
0006426, alps_eig_27465479495_61229caa3e, 46.5885, 7.97074, 1888.11, 1.3514, 0.265674, 0.00251808, 0.559153
0006427, alps_gpar_27476656403_2e4d924b43, 45.4642, 7.13059, 2337.48, 2.45124, 0.087315, -0.0122816, 1.03638
0006428, alps_gpar_27476664953_d55ec9554a, 45.464, 7.13818, 2248.57, 1.90038, 0.0605061, 0.0016884, 1.01033
0006429, alps_gpar_27476669463_5229657e4c, 45.4662, 7.14385, 2181.76, 0.977792, 0.169144, 0.00933991, 0.849113
0006430, alps_gpar_27476681803_34acb217c0, 45.4377, 7.26951, 1507.1, 0.620925, 0.0438579, -0.0215881, 1.05579
0006431, alps_gcas_27495801608_e66b50199b, 45.2903, 6.93346, 1567.64, -0.190025, 0.0888362, 0.0151393, 1.09771
0006432, alps_eig_27500975410_304a79b04b, 46.5183, 7.88534, 1787.43, -2.75674, -0.0259085, 0.0578004, 1.2561
0006433, alps_gpar_27501106010_4acff736d7, 45.515, 7.26528, 3969.41, 1.39108, -0.143333, 0.0388973, 1.17083
0006434, alps_gcas_27515235333_921ca76e91, 45.4304, 6.89135, 2851.74, -2.36218, -0.0831268, 0.000518389, 0.497115
0006435, alps_cham_27516929663_2f1ec698be, 45.9568, 6.87335, 1896.97, 1.53075, 0.0030245, -0.0656265, 0.658228
0006436, alps_cham_27517700493_45f9d3510d, 45.9501, 6.86891, 1835.98, 1.48947, 0.207022, -0.00492047, 0.682303
0006437, alps_cham_27517707823_9db63d731a, 45.9662, 6.88811, 1933.08, 1.3252, 0.00325519, 0.000191288, 0.53627
0006438, alps_gpar_27527575795_d2455efdc7, 45.535, 7.24714, 2899.42, 2.19837, 0.287222, -0.0630531, 0.773062
0006439, alps_gpar_27528061365_39ef6dfc9a, 45.5177, 7.26744, 4040.84, 2.2492, -0.0996293, 0.0185432, 1.19086
0006440, alps_eig_27555369782_de62c34d70, 46.5988, 7.91347, 886.286, 1.28952, 0.0688313, 0.0572497, 0.903295
0006441, alps_eig_27555438432_a71bf80cbf, 46.5624, 7.8563, 2721.31, 2.46715, -0.104731, 0.0118755, 0.830445
0006442, alps_cham_27566439620_36e11d2ba3, 46.0217, 6.9445, 2123.18, 1.94482, -0.0308418, 0.00655914, 1.07821
0006443, alps_cham_27566484220_147c80b230, 46.0217, 6.95521, 1964.71, 2.0967, 0.0425037, 0.0112616, 1.0835
0006444, alps_cham_27566491070_41e46b1706, 46.0208, 6.95766, 1918.96, 0.993137, 0.00776046, 0.0419405, 1.09598
0006445, alps_eig_27581793091_e2b9ff3b0e, 46.5616, 7.85812, 2676.45, 2.66223, -0.22771, -0.00598529, 0.924552
0006446, alps_eig_27582085501_5419d993c6, 46.6562, 8.06247, 1928.73, 2.54127, 0.165565, -0.0129918, 0.912236
0006447, alps_eig_27582105591_29fcaf13a5, 46.6591, 8.0532, 2184.56, 1.9848, 0.037343, 0.0500747, 0.911502
0006448, alps_eig_27590387669_ba5cf4b968, 46.5527, 7.90282, 877.679, -1.97711, 0.0917179, 0.0350922, 1.16682
0006449, alps_gpar_27597416939_b71f1d65e3, 45.5073, 7.16917, 2431.07, -2.0102, -0.27703, 0.00466093, 1.27767
0006450, alps_eig_27602918739_961c98b7fc, 46.5475, 7.98131, 3489.03, 2.0521, -0.0100739, 0.00187333, 1.1826
0006451, alps_cham_27604698750_ee08b398ca, 45.8798, 6.88708, 3772, 1.21595, 0.0427929, -0.0245949, 1.13483
0006452, alps_cham_27604710780_d6e5d876dc, 45.8787, 6.88763, 3820.7, 1.28181, 0.000231618, -0.00190187, 1.15408
0006453, alps_cham_27604740140_560fb0ce50, 45.8811, 6.88696, 3581.85, -1.55353, 0.0751083, 0.0128339, 1.40335
0006454, alps_cham_27604743620_b3999d970a, 45.9012, 6.88529, 2335.14, 1.18283, 0.171945, -0.000294019, 1.17384
0006455, alps_eig_27621282916_2f2b7b81a2, 46.5578, 7.89769, 1188.97, 1.39951, 0.0140504, 0.0354639, 0.924295
0006456, alps_eig_27621469436_76edd5a9b8, 46.6088, 7.91992, 1306.5, 1.21386, 0.00741549, -0.00787108, 0.881742
0006457, alps_eig_27621472566_49da051139, 46.613, 7.9127, 1230.8, 1.45388, -0.0966723, 0.0107733, 0.871228
